date,temperature,rainfall,aqi,water_quality,humidity,population_density,traffic_density,industrial_emission,respiratory_cases,water_stress_index,urban_expansion_rate,forest_cover_ha,day_of_week,health_risk_label,traffic_status_label
2020-01-15,20.7,0.0,0.0,71.37541083743484,45.030998861129504,1001.917808219178,12.965608676877181,0.0,0.0,38.97458916256516,1.7754806178004565,100143.83561643836,2,0,0
2020-01-16,21.0,0.0,0.0,77.18856235379513,55.48159050014229,1002.054794520548,0.0,0.0,5.400280295696551,33.311437646204865,0.8463352513192799,100154.1095890411,3,0,0
2020-01-17,21.7,0.0,0.0,74.93584439832789,73.18671803469692,1002.1917808219179,8.390648878140555,0.0,4.713942570700378,35.914155601672114,0.3391934129842621,100164.38356164383,4,0,0
2020-01-18,22.1,0.1,0.0,81.62123666297637,73.28922007344354,1002.3287671232877,0.0,0.0,2.436526185224974,29.42876333702363,0.7539212416794303,100174.65753424658,5,0,0
2020-01-19,22.7,0.2,0.0,75.55987962239394,54.311215361999714,1002.4657534246576,0.0,9.965705105794472,5.359649326058986,35.790120377606065,2.096284720444382,100184.93150684932,6,0,0
2020-01-20,23.3,0.0,0.0,72.93848149332354,63.0051313278844,1002.6027397260274,14.447627156555427,0.0,0.0,38.71151850667646,2.4531299146793706,100195.20547945205,0,0,0
2020-01-21,22.1,0.0,0.0,87.32824384460777,49.67236140059687,1002.7397260273973,0.0,6.404797952008238,1.742975599304902,23.72175615539223,1.2852328353797473,100205.47945205479,1,0,0
2020-01-22,21.8,0.0,0.0,78.87111849756732,50.51860407649179,1002.8767123287671,34.5392770246681,0.0,0.0,32.028881502432675,0.12328085181530134,100215.75342465754,2,0,0
2020-01-23,22.3,0.0,0.0,80.33764102343962,41.15235442033037,1003.013698630137,0.0,3.2405702822156064,4.23441051942457,30.812358976560382,0.43610754912214966,100226.02739726027,3,0,0
2020-01-24,22.3,0.0,0.0,72.87625906893271,84.83732749538723,1003.1506849315068,4.493694515037719,0.0,0.0,38.27374093106729,0.8729933807590378,100236.30136986301,4,0,0
2020-01-25,22.1,0.0,0.0,77.27808637737408,50.53533325374531,1003.2876712328767,18.6518166374618,0.8520944963390107,0.0,33.77191362262592,1.4886048366230795,100246.57534246575,5,0,0
2020-01-26,22.5,0.0,0.0,80.55461294854933,51.376693846823166,1003.4246575342465,0.0,0.0,2.70454259280495,30.695387051450666,0.28022474993275354,100256.8493150685,6,0,0
2020-01-27,23.1,0.0,0.0,74.24503211288848,53.98007163225659,1003.5616438356165,0.0,0.0,4.380845835956164,37.304967887111516,2.3640575169037157,100267.12328767125,0,0,0
2020-01-28,23.1,0.0,0.0,81.87849009172837,46.37040358477145,1003.6986301369863,0.0,0.0,0.0,29.671509908271634,0.9762008158825617,100277.39726027397,1,0,0
2020-01-29,23.9,0.0,0.0,76.99680655040598,71.96314415906814,1003.8356164383562,25.25168206854364,12.05994516546816,0.0,34.953193449594025,2.2902021230195753,100287.67123287672,2,0,0
2020-01-30,23.9,0.0,0.0,78.54153125103362,43.757147658879326,1003.972602739726,0.0,7.774073527645112,0.0,33.408468748966385,1.9732523266168522,100297.94520547945,3,0,0
2020-01-31,24.3,0.0,0.0,76.99146693885301,46.71012131631751,1004.1095890410959,51.163985713365044,4.66670981966081,0.0,35.15853306114699,1.9130494540373948,100308.2191780822,4,0,0
2020-02-01,23.0,0.0,0.0,89.26139092254469,72.23783632950465,1004.2465753424658,0.0,15.2100622715938,1.002298157068645,22.23860907745531,1.5561269914773568,100318.49315068492,5,0,0
2020-02-02,22.9,0.0,0.0,79.93251387631032,56.98303102407213,1004.3835616438356,3.6910260639407393,0.0,3.04452678127316,31.517486123689675,1.6042811609244272,100328.76712328767,6,0,0
2020-02-03,22.5,0.0,0.0,74.71144535522049,75.39739133505945,1004.5205479452055,30.84219905135751,17.47363197915558,1.3103340454336276,36.53855464477951,1.6312077645189955,100339.04109589041,0,0,0
2020-02-04,22.0,0.0,0.0,84.11272456051594,67.8712372335071,1004.6575342465753,40.12185776318246,9.321915642603848,0.0,26.887275439484057,1.6089313288613971,100349.31506849316,1,0,0
2020-02-05,22.9,0.0,0.0,73.89578175014489,52.80105865307566,1004.7945205479452,41.230071532727955,0.0,0.0,37.55421824985511,1.428947755356067,100359.58904109588,2,0,0
2020-02-06,23.0,0.0,0.0,81.04431797502377,72.5413975244664,1004.931506849315,24.16732461186285,11.356201471829442,0.0,30.455682024976227,2.4673936443589333,100369.86301369863,3,0,0
2020-02-07,23.1,0.0,0.0,70.20164938060113,45.81368401464403,1005.068493150685,20.48125051622925,0.0,6.848505538270924,41.34835061939887,1.8574973618216706,100380.13698630137,4,0,0
2020-02-08,23.8,0.0,0.0,73.35906975550785,66.82051915400152,1005.2054794520548,11.850538984023661,0.0,0.0,38.54093024449215,1.9646713321420508,100390.41095890412,5,0,0
2020-02-09,22.8,0.7,0.0,81.33430617934562,61.85740525225174,1005.3424657534247,15.567221523332755,0.0,6.277018047299482,30.06569382065438,2.193910756200818,100400.68493150684,6,0,0
2020-02-10,22.7,0.0,0.0,83.69233289997705,53.39367914087204,1005.4794520547945,0.0,0.0,4.7293482184207285,27.657667100022955,0.617535430542038,100410.95890410959,0,0,0
2020-02-11,21.9,0.0,0.0,80.85684140594985,70.200249886975,1005.6164383561644,0.0,0.0,0.0,30.09315859405015,0.3011299818281459,100421.23287671233,1,0,0
2020-02-12,22.7,0.0,0.0,79.4217585880588,83.56667961701413,1005.7534246575342,0.0,12.23083067095325,0.0,31.928241411941208,1.258946647836637,100431.50684931508,2,0,0
2020-02-13,23.5,0.0,0.0,78.49448152205356,89.94523498815383,1005.8904109589041,0.0,0.0,1.7518510819316913,33.25551847794644,1.3337936694862556,100441.7808219178,3,0,0
2020-02-14,23.7,0.0,0.0,72.60739004816287,70.38813843717122,1006.027397260274,0.0,3.5250496835687954,0.0,39.24260995183713,2.0900362718798022,100452.05479452055,4,0,0
2020-02-15,23.9,0.0,0.0,76.40077895802645,60.23529371645851,1006.1643835616438,13.927748949134306,0.0,0.5124232107910377,35.54922104197355,1.1650805902776058,100462.32876712328,5,0,0
2020-02-16,23.8,0.0,0.0,77.69680614520107,51.26035501081008,1006.3013698630137,19.106104171410216,0.0,0.0,34.20319385479893,1.4700472613063507,100472.60273972603,6,0,0
2020-02-17,22.8,0.0,0.0,85.28561113109458,52.854804469755585,1006.4383561643835,1.768137725836947,2.700573583914221,0.0,26.114388868905415,1.3649702524323,100482.87671232875,0,0,0
2020-02-18,23.0,0.0,0.0,81.71809144784231,63.97274890748828,1006.5753424657535,29.550601621105237,0.0,0.0,29.781908552157688,0.19168668101773856,100493.1506849315,1,0,0
2020-02-19,23.1,0.0,0.0,71.18479922318633,58.36388506403546,1006.7123287671233,0.0,0.0,1.133421242472986,40.365200776813666,1.5765157518325936,100503.42465753425,2,0,0
2020-02-20,22.8,0.0,0.0,81.62041984697397,85.6907261312472,1006.8493150684932,0.0,0.0,0.0,29.779580153026025,2.0873038858582054,100513.69863013699,3,0,0
2020-02-21,22.8,0.0,0.0,78.07458859791842,58.41477338278548,1006.986301369863,0.0,19.87275999230808,0.0,33.32541140208158,0.47800131538192914,100523.97260273973,4,0,0
2020-02-22,23.3,0.0,0.0,76.6153899984702,58.67222955727178,1007.1232876712329,0.0,9.113627221747217,3.4793191954689267,35.03461000152979,1.52639616142383,100534.24657534246,5,0,0
2020-02-23,23.5,0.0,0.0,83.05838144420434,59.17672562169885,1007.2602739726027,0.0,1.0575379127148041,5.867211383162224,28.691618555795657,1.5246653066713944,100544.52054794521,6,0,0
2020-02-24,23.5,0.0,0.0,85.15499761247976,81.8310105183829,1007.3972602739726,0.0,12.637066776546686,0.0,26.59500238752024,0.494043913735261,100554.79452054795,0,0,0
2020-02-25,24.5,0.0,0.0,84.65640059558099,72.5394160423451,1007.5342465753424,30.268994864842618,0.0,0.0,27.59359940441901,0.3963125769537664,100565.06849315068,1,0,0
2020-02-26,24.6,0.0,0.0,75.80391238388681,70.70844251594463,1007.6712328767123,12.616233691095552,5.43479378670093,2.5007151655694186,36.496087616113186,2.4521246631435636,100575.34246575342,2,0,0
2020-02-27,24.5,0.0,0.0,78.45393812074393,56.707151119193114,1007.8082191780821,0.0,1.9981043371871348,0.0,33.79606187925607,1.0449260071672901,100585.61643835617,3,0,0
2020-02-28,24.1,0.0,0.0,81.65631715701782,80.89520884162198,1007.945205479452,37.08185132668377,2.6402008133367,1.115765273738485,30.393682842982177,0.6458121489364702,100595.8904109589,4,0,0
2020-02-29,24.5,0.0,0.0,84.8777256356118,41.918193067785054,1008.082191780822,24.42067391050706,12.723535001067678,2.75942985911077,27.372274364388204,0.5111789066904999,100606.16438356164,5,0,0
2020-03-01,24.5,0.0,0.0,77.60412881077355,83.53985861690566,1008.2191780821918,11.641954069372316,7.324921027798022,3.401151042088146,34.645871189226455,1.7022441125997643,100616.43835616438,6,0,0
2020-03-02,24.1,0.0,0.0,79.07170511668092,65.63749498969648,1008.3561643835617,0.0,2.887236628250233,0.0,32.97829488331908,1.562668713585469,100626.71232876713,0,0,0
2020-03-03,25.3,0.5,0.0,74.71832512996986,59.91251174317064,1008.4931506849315,0.0,0.0,0.0,37.93167487003014,1.644525095169802,100636.98630136986,1,0,0
2020-03-04,25.4,1.1,0.0,74.56896687959664,64.85836403588428,1008.6301369863014,0.0,0.0,0.0,38.13103312040336,0.3112144660274854,100647.2602739726,2,0,0
2020-03-05,25.1,1.8,0.0,84.962629111971,73.37077652669154,1008.7671232876712,21.77497239408372,0.0,0.4994347720460649,27.587370888029003,2.2444830003962486,100657.53424657533,3,0,0
2020-03-06,24.3,2.7,0.0,88.13120014285411,40.63827132589487,1008.9041095890411,37.69172611869218,0.9337237427665124,2.40372289883992,24.018799857145886,1.034239352341716,100667.80821917808,4,0,0
2020-03-07,24.2,2.2,0.0,80.73994939209832,83.57759282291238,1009.0410958904109,30.86487056544378,0.0,7.483552037229907,31.360050607901677,0.852086575432859,100678.08219178082,5,0,0
2020-03-08,24.7,1.0,0.0,85.51766448946012,62.336976265569646,1009.1780821917808,0.0,24.116766755784212,0.0,26.832335510539885,1.209667473394574,100688.35616438356,6,0,0
2020-03-09,24.7,0.9,0.0,82.25818012523817,57.14832598500391,1009.3150684931506,0.0,15.163940552535728,0.0,30.091819874761832,1.0361585577943078,100698.63013698629,0,0,0
2020-03-10,25.3,0.5,0.0,77.02440122697438,46.912278281702854,1009.4520547945206,2.817724938224079,6.021183203924835,5.748360094393735,35.62559877302562,2.17258480753395,100708.90410958904,1,0,0
2020-03-11,25.7,0.0,0.0,81.80697802754207,61.97326871792211,1009.5890410958904,0.0,0.7203686128374476,1.4828846926515253,31.04302197245793,2.330226340474941,100719.17808219178,2,0,0
2020-03-12,25.8,0.0,0.0,87.69018283232984,64.81613856421895,1009.7260273972603,6.4633542836956295,0.0,6.338257555939869,25.20981716767016,0.8282877194790549,100729.45205479451,3,0,0
2020-03-13,25.4,0.0,0.0,79.82086980445024,60.18233472467389,1009.8630136986301,0.0,0.0,1.4436400150491815,32.87913019554976,2.1734459379038915,100739.72602739725,4,0,0
2020-03-14,25.3,0.0,0.0,87.82321827907003,73.93300469134485,1010.0,0.0,0.7748051851886253,0.0,24.826781720929965,1.9756555108793612,100750.0,5,0,0
2020-03-15,25.6,0.0,0.0,66.90127447955128,61.044826437961305,1010.1369863013699,0.0,2.577525401427507,0.0,45.89872552044872,2.333938413627428,100760.27397260275,6,0,0
2020-03-16,25.5,0.0,0.0,84.10951252187611,88.07087889232866,1010.2739726027397,10.27200213139433,0.0,0.0,28.640487478123887,0.6898007492461308,100770.54794520549,0,0,0
2020-03-17,25.6,0.0,0.0,80.43523534119086,69.96387589117958,1010.4109589041096,0.0,3.3417641724489746,3.3102591737923657,32.364764658809136,1.48470196029035,100780.82191780822,1,0,0
2020-03-18,26.2,0.0,0.0,78.50496324767066,80.37389678259544,1010.5479452054794,0.0,0.0,5.94298411543504,34.59503675232934,0.7589070033770671,100791.09589041096,2,0,0
2020-03-19,26.8,0.0,0.0,80.45880388267751,45.467795155473944,1010.6849315068494,0.0,0.0,9.246810706931905,32.941196117322484,2.077826777162498,100801.36986301371,3,0,0
2020-03-20,25.3,0.4,0.0,70.26215542699553,59.86456464729528,1010.8219178082192,0.0,0.0,4.215526661616201,42.387844573004465,0.11277805737055423,100811.64383561644,4,0,0
2020-03-21,26.9,0.1,0.0,78.95164056081244,56.84238507235764,1010.9589041095891,35.44503193339488,0.0,5.814192887674929,34.49835943918757,1.4555659909273506,100821.91780821918,5,0,0
2020-03-22,26.3,0.1,0.0,81.83556285755873,68.47411940682959,1011.0958904109589,33.2251842909574,18.876876573401905,0.0,31.31443714244127,0.9140882350526032,100832.19178082192,6,0,0
2020-03-23,25.1,0.7,0.0,87.73947022370757,83.05567600307128,1011.2328767123288,0.0,5.565531245337581,0.0,24.81052977629243,0.8744408969867685,100842.46575342467,0,0,0
2020-03-24,26.7,0.0,0.0,77.40864890863176,43.91691088810033,1011.3698630136986,0.0,0.0,4.250396662087766,35.94135109136824,1.6477751772758007,100852.7397260274,1,0,0
2020-03-25,26.1,0.0,0.0,75.95753198553406,43.62873990223554,1011.5068493150685,9.375485121500475,4.86036289417637,2.088403761197003,37.092468014465936,2.1435626783535855,100863.01369863014,2,0,0
2020-03-26,26.2,0.0,0.0,77.49121478207732,82.51588540787995,1011.6438356164383,0.0,0.0,0.5372218717044628,35.60878521792268,1.562068939343983,100873.28767123287,3,0,0
2020-03-27,25.7,0.0,0.0,84.57701058851038,50.64250430191787,1011.7808219178082,6.035837996389319,10.826910538870733,1.9368574031649493,28.272989411489625,2.1476151487521338,100883.56164383562,4,0,0
2020-03-28,25.9,0.0,0.0,81.64375554829843,73.43766272249069,1011.917808219178,15.321605567693805,0.0,1.6159274122910294,31.30624445170157,0.7350330685144719,100893.83561643836,5,0,0
2020-03-29,26.5,0.0,0.0,77.3511989811648,67.14390661804026,1012.054794520548,24.53866447768615,0.0,6.419084299267807,35.8988010188352,1.3468044514359547,100904.1095890411,6,0,0
2020-03-30,26.9,0.0,0.0,82.56633716556678,81.64467974436147,1012.1917808219179,0.0,13.2579664754219,6.4749279240847795,30.88366283443322,1.1812876937609824,100914.38356164383,0,0,0
2020-03-31,26.8,0.0,0.0,80.4853877467402,46.25444549182018,1012.3287671232877,0.0,0.0,2.7211017617017355,32.9146122532598,0.12794775880743092,100924.65753424658,1,0,0
2020-04-01,27.6,0.0,0.0,84.84322495266444,46.489148286130565,1012.4657534246576,0.0,0.0,4.229014362814641,28.956775047335558,1.4363491435377764,100934.93150684932,2,0,0
2020-04-02,28.0,0.0,0.0,76.48973453061323,67.84091801391537,1012.6027397260274,0.0,0.0,2.570312762123879,37.510265469386766,1.6876583779508199,100945.20547945205,3,0,0
2020-04-03,27.9,0.0,0.0,78.36168926701116,87.31893266791855,1012.7397260273973,0.0,10.383788510193167,0.0,35.588310732988845,1.5205945706057682,100955.47945205479,4,0,0
2020-04-04,27.5,0.0,0.0,78.0394592343392,60.74988791853771,1012.8767123287671,7.347310136323562,0.0,3.7828233745657003,35.710540765660795,1.8670717570802116,100965.75342465754,5,0,0
2020-04-05,27.8,0.1,0.0,72.73242525933941,56.347105012734744,1013.013698630137,18.27169252466499,0.0,0.0,41.16757474066059,1.4712148682873851,100976.02739726027,6,0,0
2020-04-06,27.4,0.3,0.0,81.63060138532289,70.33446615989429,1013.1506849315068,0.0,0.0,5.269457761479416,32.06939861467711,0.2602006116418166,100986.30136986301,0,0,0
2020-04-07,25.3,6.1,0.0,84.35527636089944,86.52243002725154,1013.2876712328767,29.853771379190434,5.517407999109204,0.0,28.29472363910056,0.3794692578033074,100996.57534246575,1,0,0
2020-04-08,26.2,0.6,0.0,80.32556728321231,81.84639164223118,1013.4246575342465,0.0,12.002617497388293,1.4290164339736646,32.77443271678769,1.5315389861054858,101006.8493150685,2,0,0
2020-04-09,25.4,3.1,0.0,80.37706433312427,89.77418053666099,1013.5616438356165,0.0,0.0,0.0,32.322935666875736,0.7599500607367364,101017.12328767125,3,0,0
2020-04-10,25.8,0.0,0.0,72.92314628974793,41.128429160118856,1013.6986301369863,0.0,0.0,2.7669449153721337,39.976853710252065,0.291148309683438,101027.39726027397,4,0,0
2020-04-11,26.3,0.0,0.0,77.89677338617321,45.64290723563811,1013.8356164383562,0.0,11.539007342557472,0.0,35.25322661382679,1.1310465842765123,101037.67123287672,5,0,0
2020-04-12,26.5,0.0,0.0,78.28642741736616,70.4733881683311,1013.972602739726,17.680907927220993,0.0,0.0,34.963572582633844,1.430374235400773,101047.94520547945,6,0,0
2020-04-13,27.1,0.0,0.0,75.9886136538919,81.02882196669248,1014.1095890410959,14.736877941848668,0.0,2.103498155092394,37.561386346108094,0.8889903720390557,101058.2191780822,0,0,0
2020-04-14,27.1,0.0,0.0,79.19357144166996,54.26221711533833,1014.2465753424658,0.0,1.9042388992505774,0.0,34.35642855833004,1.8290408853418672,101068.49315068492,1,0,0
2020-04-15,27.0,0.0,0.0,82.02025428407269,51.96055440171094,1014.3835616438356,1.3398143444974384,4.492187212850343,4.405733604066845,31.479745715927308,1.6450494594429872,101078.76712328767,2,0,0
2020-04-16,27.5,0.0,0.0,89.43092950605265,79.34878996906005,1014.5205479452055,10.31878435408199,0.0,0.006628443672036148,24.31907049394735,0.8987640666200126,101089.04109589041,3,0,0
2020-04-17,28.2,0.0,0.0,80.8728890641592,42.81909269266158,1014.6575342465753,0.0,0.3444101170584135,1.9771049269401908,33.227110935840805,1.9116940693805455,101099.31506849316,4,0,0
2020-04-18,28.1,0.0,0.0,81.28775195361382,58.469132379129256,1014.7945205479452,0.0,0.0,0.0,32.762248046386176,1.656868102079285,101109.58904109588,5,0,0
2020-04-19,27.9,0.0,0.0,79.62777042116916,65.29046112961649,1014.931506849315,15.885293592436543,0.0,0.0,34.32222957883084,1.629868908922965,101119.86301369863,6,0,0
2020-04-20,27.4,0.0,0.0,70.4061439235048,68.01743371751617,1015.068493150685,0.0,4.535087125544674,0.0,43.2938560764952,1.4282264818889634,101130.13698630137,0,0,0
2020-04-21,27.4,0.0,0.0,79.86743062275391,76.43075783963884,1015.2054794520548,5.871158643332586,0.0,4.2835124012127785,33.83256937724609,0.12733520341252672,101140.41095890412,1,0,0
2020-04-22,28.0,0.0,0.0,80.30115104970513,57.74228617153291,1015.3424657534247,0.0,0.5898422158959737,8.386885439027447,33.698848950294874,1.7716172403445338,101150.68493150684,2,0,0
2020-04-23,28.7,0.0,0.0,92.31621056242643,70.63421723373037,1015.4794520547945,9.328599648670528,4.46872500802698,0.0,22.033789437573567,1.0025002986619755,101160.95890410959,3,0,0
2020-04-24,27.5,0.0,0.0,79.03819517609439,69.26877113954782,1015.6164383561644,0.0,0.0,5.384240723288402,34.71180482390561,2.3622633043807735,101171.23287671233,4,0,0
2020-04-25,26.4,6.3,0.0,84.65773671166806,67.38080503268736,1015.7534246575342,0.0,1.7046377099657088,0.0,28.542263288331934,2.063163450585293,101181.50684931508,5,0,0
2020-04-26,26.5,2.5,0.0,81.07644115147379,72.02416465711062,1015.8904109589041,23.294787089143426,0.0,0.0,32.17355884852621,1.5104667268751493,101191.7808219178,6,0,0
2020-04-27,26.6,0.2,0.0,74.25660981190234,52.97245855340381,1016.027397260274,0.0,0.0,0.0,39.04339018809766,0.7052367563662466,101202.05479452055,0,0,0
2020-04-28,26.6,0.5,0.0,85.9641140725751,44.23243767923145,1016.1643835616438,0.0,6.102161695892225,0.0,27.3358859274249,0.5889217438663997,101212.32876712328,1,0,0
2020-04-29,23.6,8.1,0.0,87.80966516343386,45.96358360198717,1016.3013698630137,4.011383944618857,1.5697296096843423,0.0,23.990334836566138,0.9169236104261178,101222.60273972603,2,0,0
2020-04-30,26.3,0.2,0.0,84.05515973521523,51.229119132695054,1016.4383561643835,22.972746988574304,0.0,2.0649945606889877,29.09484026478477,1.2437630645920446,101232.87671232875,3,0,0
2020-05-01,27.2,0.0,0.0,75.4530627260263,65.00989677613926,1016.5753424657535,0.0,2.24216404290793,0.0,38.1469372739737,0.810557224093473,101243.1506849315,4,0,0
2020-05-02,27.8,0.1,0.0,87.06397155468049,82.022137527301,1016.7123287671233,1.2335969969594331,7.14609790636618,1.8970269880255486,26.836028445319506,1.3358307889419587,101253.42465753425,5,0,0
2020-05-03,28.0,0.0,0.0,72.9907446860386,75.06466710441921,1016.8493150684932,8.576330006611459,0.0,3.4523634306075652,41.009255313961404,0.49688902123164624,101263.69863013699,6,0,0
2020-05-04,28.1,0.0,0.0,82.93428546900135,79.45203021010235,1016.986301369863,13.86211214526288,11.590740649558978,1.3280849658626672,31.11571453099865,2.4465107507812,101273.97260273973,0,0,0
2020-05-05,28.2,0.0,0.0,90.95227812904989,57.548781196304574,1017.1232876712329,3.5288311055445036,0.0,3.2888158807518684,23.147721870950114,0.35901893191598533,101284.24657534246,1,0,0
2020-05-06,28.4,0.2,0.0,75.14731837434655,60.2326870824275,1017.2602739726027,0.0,4.254899332402303,0.0,39.05268162565345,2.336665935170493,101294.52054794521,2,0,0
2020-05-07,28.0,0.1,0.0,77.21851135198614,59.68409429953064,1017.3972602739726,0.0,11.972469236452278,0.0,36.78148864801386,2.2925872273664676,101304.79452054795,3,0,0
2020-05-08,27.7,0.1,0.0,80.5482568254382,49.59365922022508,1017.5342465753424,1.7228776609274952,0.0,5.289070904103981,33.3017431745618,1.3608651563667953,101315.06849315068,4,0,0
2020-05-09,28.5,0.0,0.0,77.48262172941901,43.0608329071786,1017.6712328767123,0.0,0.0,0.0,36.76737827058099,1.8397846524066026,101325.34246575342,5,0,0
2020-05-10,28.3,0.0,0.0,72.24668284466934,69.54580464136134,1017.8082191780821,0.0,0.0,0.0,41.90331715533066,1.1465159151342108,101335.61643835617,6,0,0
2020-05-11,27.9,0.0,0.0,80.34281487403014,89.4608341710293,1017.945205479452,8.731196083153357,0.0,0.0,33.60718512596986,1.6120829861018517,101345.8904109589,0,0,0
2020-05-12,27.6,0.0,0.0,74.68848143136948,48.34148524751314,1018.0821917808219,18.078696821723906,17.349365758368084,0.0,39.111518568630515,0.9173822498106848,101356.16438356164,1,0,0
2020-05-13,27.4,0.0,0.0,82.36796215317591,42.334240994963686,1018.2191780821918,0.0,0.0,0.0,31.33203784682409,0.8227816474850688,101366.43835616438,2,0,0
2020-05-14,28.7,0.0,0.0,75.40287882883098,78.97658409119666,1018.3561643835617,0.0,0.0,1.7202696078173325,38.94712117116902,1.487751486806833,101376.71232876713,3,0,0
2020-05-15,28.8,0.0,0.0,87.7496720250877,52.629300334236206,1018.4931506849315,12.383085220103956,2.043890316029768,1.7417086962306345,26.650327974912294,1.295511218041553,101386.98630136986,4,0,0
2020-05-16,28.4,0.5,0.0,76.33373353831881,81.48219026764642,1018.6301369863014,41.14990939423397,0.0,0.0,37.86626646168119,1.4908872859599547,101397.2602739726,5,0,0
2020-05-17,27.5,5.7,0.0,81.23969241897161,75.19683335172577,1018.7671232876712,0.4158741535081579,0.0,0.0,32.510307581028385,0.7879853950888551,101407.53424657533,6,0,0
2020-05-18,26.3,5.1,0.0,86.61758608684835,87.28367685254022,1018.9041095890411,0.0,3.1745326125017517,5.371665023851219,26.53241391315165,0.9806987963607886,101417.80821917808,0,0,0
2020-05-19,26.3,0.3,0.0,73.99567841783023,60.446361787833595,1019.0410958904109,0.0,0.0,2.4820005886697056,39.154321582169764,0.3013551055093823,101428.08219178082,1,0,0
2020-05-20,26.7,0.0,0.0,81.13729967302065,73.0984919725317,1019.1780821917808,27.497528382963697,0.0,10.375325196742708,32.21270032697935,0.22546329345329372,101438.35616438356,2,0,0
2020-05-21,27.3,0.0,0.0,86.53571377141213,63.24273904066354,1019.3150684931506,0.0,0.0,5.900640868707638,27.114286228587865,0.708297111215239,101448.63013698629,3,0,0
2020-05-22,28.0,0.0,0.0,71.96258382719387,71.52943486542718,1019.4520547945206,0.0,0.0,5.7214653427996955,42.03741617280613,0.2781924623933098,101458.90410958904,4,0,0
2020-05-23,29.1,0.0,0.0,80.92316929266153,62.479945300386866,1019.5890410958904,0.0,3.2159321133923857,0.0,33.62683070733847,0.34905930072337765,101469.17808219178,5,0,0
2020-05-24,27.9,0.0,0.0,81.29941397124212,49.431612321203744,1019.7260273972603,0.0,17.549330716472415,3.819301758167113,32.650586028757886,2.0510281729454487,101479.45205479451,6,0,0
2020-05-25,28.2,0.0,0.0,83.90911435888655,65.39487080016904,1019.8630136986301,2.4534063198959104,0.18401630783438128,0.0,30.190885641113447,0.1932968728400543,101489.72602739725,0,0,0
2020-05-26,27.5,0.8,0.0,74.2152464456096,66.42921007187212,1020.0,32.493569169391215,2.2526411724754953,0.0,39.534753554390406,1.6814627054433826,101500.0,1,0,0
2020-05-27,26.3,11.0,0.0,78.89771693457863,80.53019241300805,1020.1369863013699,6.461585462320581,6.927227551168595,0.8400767026626426,34.25228306542137,0.7541385971569612,101510.27397260275,2,0,0
