date,temperature,rainfall,windspeed,humidity,aqi,co,no2,so2,water_quality,industry_emission,day_of_week,traffic_density,population_density,forest_cover_ha,urban_expansion_rate,drought_index,time_of_day,crisis_score,crisis_label,health_risk_label,traffic_status_label
2020-02-04,22.0,0.0,18.8,59,0.0,0.0,0.0,0.0,83.29017964841276,2.4324248194793463,1,25.507814759980295,12046.549835706463,113998.45596391974,2.364227457436685,0.16709820351587235,12,5.88796612359768,0,0,0
2020-02-05,22.9,0.0,15.8,62,0.0,0.0,0.0,0.0,75.11662540011591,2.380466161656639,2,0.0,12047.918948521357,115003.11237492763,0.3363871400305678,0.2488337459988409,12,7.8220823042137235,0,0,0
2020-02-06,23.0,0.0,16.1,60,0.0,0.0,0.0,0.0,80.83545438001902,0.0,3,10.667184894108988,12049.288061336254,115056.97126271995,0.7362958274697747,0.19164545619980988,12,5.962707383876475,0,0,0
2020-02-07,23.1,0.0,17.6,63,0.0,0.0,0.0,0.0,72.1613195044809,3.9130207286344576,4,16.789370090368095,12050.65717415115,114116.8015513739,1.2881342695710039,0.27838680495519097,12,9.27434465975826,0,0,0
2020-02-08,23.8,0.0,14.0,60,0.0,0.0,0.0,0.0,74.68725580440628,0.0,5,24.36389423508512,12052.026286966046,113978.02800343536,2.1316827834961725,0.2531274419559373,12,8.081101143379819,0,0,0
2020-02-09,22.8,0.7,21.2,65,0.0,0.0,0.0,0.0,81.06744494347649,3.097638613024972,6,21.1473661075645,12053.395399780942,114349.37285790131,1.312397707654558,0.18932555056523515,12,6.567359631062089,0,0,0
2020-02-10,22.7,0.0,23.8,64,0.0,0.0,0.0,0.0,82.95386631998164,3.38011541048275,0,17.443940001459556,12054.764512595837,114384.45381324399,1.895283374419813,0.1704613368001836,12,5.96973621560711,0,0,0
2020-02-11,21.9,0.0,21.3,63,0.0,0.0,0.0,0.0,80.68547312475988,0.0,1,0.0,12056.133625410734,115084.8148796154,0.4335037725973989,0.19314526875240123,12,5.7943580625720355,0,0,0
2020-02-12,22.7,0.0,19.8,64,0.0,0.0,0.0,0.0,79.53740687044704,0.0,2,0.0,12057.50273822563,114393.71636938117,0.7057931511437444,0.20462593129552953,12,6.1387779388658865,0,0,0
2020-02-13,23.5,0.0,21.1,57,0.0,0.0,0.0,0.0,78.79558521764284,0.0,3,6.652150206483951,12058.871851040525,114265.69211544866,1.8562626280904138,0.21204414782357162,12,6.494367438836828,0,0,0
2020-02-14,23.7,0.0,12.0,55,0.0,0.0,0.0,0.0,74.0859120385303,0.0,4,18.662561446821385,12060.240963855422,114380.93011960453,0.49536162133053774,0.259140879614697,12,8.147477617377339,0,0,0
2020-02-15,23.9,0.0,16.6,47,0.0,0.0,0.0,0.0,77.12062316642117,0.0,5,0.0,12061.610076670318,115238.94376839146,0.9432542431718242,0.22879376833578835,12,6.86381305007365,0,0,0
2020-02-16,23.8,0.0,17.7,38,0.0,0.0,0.0,0.0,78.15744491616086,2.3389815968080194,6,21.30343931428773,12062.979189485213,114679.02990186536,0.7356790187525714,0.21842555083839144,12,7.329682550958701,0,0,0
2020-02-17,22.8,0.0,17.3,46,0.0,0.0,0.0,0.0,84.22848890487566,3.930926238358825,0,29.052334909723587,12064.34830230011,114575.76331536098,0.9396680661339483,0.15771511095124335,12,5.902138962485597,0,0,0
2020-02-18,23.0,0.0,18.0,47,0.0,0.0,0.0,0.0,81.37447315827384,4.187051432369868,1,0.0,12065.717415115005,114603.26669205145,1.7999777177871288,0.1862552684172616,12,6.215715767373327,0,0,0
2020-02-19,23.1,0.0,19.2,54,0.0,0.0,0.0,0.0,72.94783937854906,0.0,2,0.0,12067.086527929901,115297.18022192777,0.9828332347427224,0.2705216062145094,12,8.115648186435282,0,0,0
2020-02-20,22.8,0.0,19.6,54,0.0,0.0,0.0,0.0,81.29633587757918,0.0,3,0.0,12068.455640744798,114269.44480482544,1.4326319742590565,0.18703664122420816,12,5.611099236726245,0,0,0
2020-02-21,22.8,0.0,19.8,56,0.0,0.0,0.0,0.0,78.45967087833473,0.0,4,6.152253363783928,12069.824753559693,115294.66542695965,0.33983650493058315,0.2154032912166527,12,6.585143803775259,0,0,0
2020-02-22,23.3,0.0,21.2,62,0.0,0.0,0.0,0.0,77.29231199877617,0.0,5,0.0,12071.19386637459,114735.04004431289,2.0320424637631067,0.22707688001223825,12,6.812306400367149,0,0,0
2020-02-23,23.5,0.0,21.6,60,0.0,0.0,0.0,0.0,82.44670515536347,2.894554899292373,6,27.044053577342886,12072.562979189484,114542.462817227,0.9877327015554996,0.17553294844636524,12,6.241052759831671,0,0,0
2020-02-24,23.5,0.0,19.5,58,0.0,0.0,0.0,0.0,84.1239980899838,4.846748470644695,0,8.481337230369023,12073.932092004381,115866.00337054436,1.6564819816800218,0.15876001910016202,12,5.6594395882089445,0,0,0
2020-02-25,24.5,0.0,14.4,54,0.0,0.0,0.0,0.0,83.7251204764648,0.0,1,0.7889409648147898,12075.301204819278,114080.61399004045,1.8409350439883985,0.16274879523535202,12,4.898242676356857,0,0,0
2020-02-26,24.6,0.0,16.1,59,0.0,0.0,0.0,0.0,76.64312990710944,0.0,2,0.0,12076.670317634173,114424.4714685188,0.603186213068081,0.23356870092890558,12,7.0070610278671674,0,0,0
2020-02-27,24.5,0.0,22.7,58,0.0,0.0,0.0,0.0,78.76315049659515,0.0,3,0.0,12078.03943044907,113977.97934208284,2.22321996388804,0.21236849503404853,12,6.371054851021457,0,0,0
2020-02-28,24.1,0.0,22.9,60,0.0,0.0,0.0,0.0,81.32505372561425,0.8404834764588204,4,5.6201850056361256,12079.408543263966,115063.30656029547,1.578938203856687,0.1867494627438575,12,5.840960103897269,0,0,0
2020-02-29,24.5,0.0,20.6,57,0.0,0.0,0.0,0.0,83.90218050848944,0.0,5,0.0,12080.77765607886,115424.55065521577,1.1289403402035556,0.16097819491510568,12,4.829345847453168,0,0,0
2020-03-01,24.5,0.0,19.6,59,0.0,0.0,0.0,0.0,78.08330304861884,1.272183133392269,6,20.252748192881434,12082.146768893757,115407.79819245478,0.5376044405877269,0.21916696951381154,12,7.170891519280816,0,0,0
2020-03-02,24.1,0.0,16.3,62,0.0,0.0,0.0,0.0,79.25736409334473,0.0,0,0.0,12083.515881708652,115177.69179168802,2.361522250962896,0.2074263590665527,12,6.222790771996579,0,0,0
2020-03-03,25.3,0.5,9.9,55,0.0,0.0,0.0,0.0,75.77466010397589,0.0,1,64.86185939189467,12084.884994523549,114459.78779457956,1.9121636899159002,0.24225339896024112,12,8.564839156645126,0,0,0
2020-03-04,25.4,1.1,14.5,58,0.0,0.0,0.0,0.0,75.65517350367732,1.6388527440110987,2,46.15832501232221,12086.254107338445,114368.85815309516,0.5992589505597973,0.2434482649632268,12,8.472442360744914,0,0,0
2020-03-05,25.1,1.8,16.7,62,0.0,0.0,0.0,0.0,83.9701032895768,0.019266809432813448,3,0.0,12087.62322015334,113708.7743689556,0.9105058593381388,0.16029896710423197,12,4.811859034541882,0,0,0
2020-03-06,24.3,2.7,16.5,68,0.0,0.0,0.0,0.0,86.50496011428329,0.0,4,0.0,12088.992332968237,115555.17663615607,2.0432182194113757,0.1349503988571671,12,4.048511965715012,0,0,0
2020-03-07,24.2,2.2,14.0,72,0.0,0.0,0.0,0.0,80.59195951367866,0.0,5,19.911630280040594,12090.361445783132,114764.60952100194,1.7696263917168136,0.19408040486321343,12,6.220644751497213,0,0,0
2020-03-08,24.7,1.0,17.2,68,0.0,0.0,0.0,0.0,84.41413159156811,0.0,6,34.06345219836076,12091.730558598028,114277.0226428555,1.9378823025177385,0.1558586840843189,12,5.357029566496782,0,0,0
2020-03-09,24.7,0.9,15.7,67,0.0,0.0,0.0,0.0,81.80654410019054,0.0,0,0.0,12093.099671412925,115179.91015314628,1.158882645311038,0.18193455899809463,12,5.458036769942839,0,0,0
2020-03-10,25.3,0.5,17.8,58,0.0,0.0,0.0,0.0,77.61952098157951,0.0,1,0.0,12094.46878422782,114022.38006363533,1.8195430303412006,0.22380479018420485,12,6.714143705526146,0,0,0
2020-03-11,25.7,0.0,18.4,57,0.0,0.0,0.0,0.0,81.44558242203365,4.795941511514151,2,0.0,12095.837897042717,114704.95395248922,1.027584934873393,0.18554417577966342,12,6.285716500117027,0,0,0
2020-03-12,25.8,0.0,17.4,51,0.0,0.0,0.0,0.0,86.15214626586388,1.6827583438237161,3,11.654751663477288,12097.207009857611,114408.208981595,0.6070310006516714,0.13847853734136129,12,4.6398649050839404,0,0,0
2020-03-13,25.4,0.0,18.7,52,0.0,0.0,0.0,0.0,79.85669584356019,0.0,4,9.937471810151942,12098.576122672508,114806.74273204312,1.6184248836192638,0.20143304156439812,12,6.241740683134982,0,0,0
2020-03-14,25.3,0.0,17.6,52,0.0,0.0,0.0,0.0,86.25857462325602,2.0908632135322067,5,21.395429099677003,12099.945235487405,114448.49800587243,2.442433421437106,0.13741425376743976,12,4.863965677046564,0,0,0
2020-03-15,25.6,0.0,19.6,56,0.0,0.0,0.0,0.0,69.52101958364102,0.0,6,0.0,12101.3143483023,113747.70144327242,0.845442331348791,0.3047898041635898,12,9.143694124907693,0,0,0
2020-03-16,25.5,0.0,19.0,59,0.0,0.0,0.0,0.0,83.2876100175009,3.519373912759924,0,0.0,12102.683461117196,114503.8341885256,1.2063270213100952,0.1671238998249911,12,5.54162308166372,0,0,0
2020-03-17,25.6,0.0,20.5,54,0.0,0.0,0.0,0.0,80.34818827295268,1.1089265765942817,1,17.160283906042906,12104.052573932093,114983.3586864908,1.7176032905676486,0.1965181172704732,12,6.405088182724194,0,0,0
2020-03-18,26.2,0.0,18.7,46,0.0,0.0,0.0,0.0,78.80397059813653,0.0,2,0.0,12105.421686746988,114437.19902598868,1.3996150770939708,0.2119602940186347,12,6.358808820559041,0,0,0
2020-03-19,26.8,0.0,15.1,44,0.0,0.0,0.0,0.0,80.367043106142,1.3431507774308329,3,0.0,12106.790799561884,114832.24540307275,2.124226709701718,0.1963295689385799,12,6.091359684772024,0,0,0
2020-03-20,25.3,0.4,17.3,56,0.0,0.0,0.0,0.0,72.20972434159643,0.0,4,2.9012749191876326,12108.15991237678,113914.80371280372,1.9281824955268383,0.27790275658403574,12,8.395108195904823,0,0,0
2020-03-21,26.9,0.1,15.9,51,0.0,0.0,0.0,0.0,79.16131244864995,0.0,5,15.863513764373547,12109.529025191676,114417.31867236836,0.23991328926965688,0.20838687551350044,12,6.568876540692485,0,0,0
2020-03-22,26.3,0.1,15.0,54,0.0,0.0,0.0,0.0,81.46845028604699,0.0,6,0.0,12110.898138006572,114111.07445482154,2.4962109614170576,0.1853154971395301,12,5.559464914185904,0,0,0
2020-03-23,25.1,0.7,19.0,63,0.0,0.0,0.0,0.0,86.19157617896606,0.42882928429112027,0,0.0,12112.267250821467,114789.70071578072,1.9057658889267213,0.13808423821033944,12,4.20685153895385,0,0,0
2020-03-24,26.7,0.0,16.4,55,0.0,0.0,0.0,0.0,77.9269191269054,5.1975449984552755,1,0.0,12113.636363636364,114424.83669022191,2.173367959105872,0.22073080873094597,12,7.40155601169667,0,0,0
2020-03-25,26.1,0.0,19.6,51,0.0,0.0,0.0,0.0,76.76602558842725,6.693900438577897,2,0.0,12115.005476451259,114747.00836062175,1.6628745090288313,0.23233974411572744,12,7.974277389258508,0,0,0
2020-03-26,26.2,0.0,19.9,51,0.0,0.0,0.0,0.0,77.99297182566185,1.9141533043222716,3,0.0,12116.374589266155,114938.70734889492,2.1550843073122294,0.2200702817433815,12,6.8892314479497845,0,0,0
2020-03-27,25.7,0.0,17.0,49,0.0,0.0,0.0,0.0,83.66160847080829,1.5025334248333708,4,0.0,12117.743702081052,114733.54203673922,0.3697191398289026,0.1633839152919171,12,5.1268974724825185,0,0,0
2020-03-28,25.9,0.0,17.7,42,0.0,0.0,0.0,0.0,81.31500443863874,0.0,5,10.42559810027629,12119.112814895947,114517.17257968789,0.9345708053423574,0.18684995561361262,12,5.814010630413905,0,0,0
2020-03-29,26.5,0.0,17.0,37,0.0,0.0,0.0,0.0,77.88095918493184,0.0,6,6.433570827530001,12120.481927710844,113874.38784664792,2.2034102646507825,0.22119040815068158,12,6.764383661071048,0,0,0
2020-03-30,26.9,0.0,18.6,42,0.0,0.0,0.0,0.0,82.05306973245342,0.0,0,3.361196119336405,12121.851040525738,114364.9815339327,0.5839725070405414,0.1794693026754658,12,5.451303002650701,0,0,0
2020-03-31,26.8,0.0,18.1,39,0.0,0.0,0.0,0.0,80.38831019739216,0.0,1,0.0,12123.220153340635,114092.71000162078,0.28778103659205456,0.19611689802607846,12,5.883506940782353,0,0,0
2020-04-01,27.6,0.0,19.1,36,0.0,0.0,0.0,0.0,83.87457996213156,0.0,2,0.0,12124.589266155532,114180.10383763912,1.9914854558685255,0.16125420037868432,12,4.837626011360531,0,0,0
2020-04-02,28.0,0.0,17.7,38,0.0,0.0,0.0,0.0,77.19178762449059,0.0,3,0.0,12125.958378970427,114157.74935397865,2.105166773543911,0.22808212375509418,12,6.8424637126528225,0,0,0
2020-04-03,27.9,0.0,18.9,42,0.0,0.0,0.0,0.0,78.68935141360893,0.0,4,3.569533277707795,12127.327491785323,113847.93425532519,0.49036532365576146,0.21310648586391068,12,6.464585241471477,0,0,0
2020-04-04,27.5,0.0,17.1,43,0.0,0.0,0.0,0.0,78.43156738747138,2.2437307683526013,5,28.577154156271348,12128.69660460022,113352.10836151187,2.150430358678517,0.2156843261252862,12,7.378632482136904,0,0,0
2020-04-05,27.8,0.1,16.5,51,0.0,0.0,0.0,0.0,74.18594020747153,0.0,6,0.0,12130.065717415115,113989.58674527751,1.7482427094332071,0.25814059792528465,12,7.744217937758539,0,0,0
2020-04-06,27.4,0.3,13.7,59,0.0,0.0,0.0,0.0,81.30448110825832,0.7177405923334486,0,0.0,12131.434830230011,114413.22860876602,1.3481984397198015,0.1869551889174168,12,5.716316756372524,0,0,0
2020-04-07,25.3,6.1,11.3,70,0.0,0.0,0.0,0.0,83.48422108871955,6.22224800924992,1,6.582135574202591,12132.803943044906,113635.33097345274,2.092600462675324,0.16515778911280454,12,6.0197135862556745,0,0,0
2020-04-08,26.2,0.6,15.2,61,0.0,0.0,0.0,0.0,80.26045382656984,0.0,2,25.056852688549675,12134.173055859803,114310.14122776483,1.106198198365518,0.19739546173430156,12,6.42300090580004,0,0,0
2020-04-09,25.4,3.1,19.5,67,0.0,0.0,0.0,0.0,80.30165146649941,0.0,3,0.0,12135.5421686747,115245.31493504705,0.5655854949361533,0.19698348533500587,12,5.909504560050177,0,0,0
2020-04-10,25.8,0.0,16.0,61,0.0,0.0,0.0,0.0,74.33851703179835,0.0,4,0.0,12136.911281489594,114799.58961388022,0.7836464238654727,0.25661482968201654,12,7.698444890460496,0,0,0
2020-04-11,26.3,0.0,15.0,58,0.0,0.0,0.0,0.0,78.31741870893856,3.3028789049957132,5,0.0,12138.280394304491,115102.71270417691,1.3123936439039556,0.21682581291061442,12,7.0002062230677895,0,0,0
2020-04-12,26.5,0.0,16.5,48,0.0,0.0,0.0,0.0,78.62914193389292,5.875042362661782,6,2.0687625861621277,12139.649507119386,114469.38650144555,1.375193902415622,0.2137085806610708,12,7.333889025954631,0,0,0
2020-04-13,27.1,0.0,16.9,37,0.0,0.0,0.0,0.0,76.79089092311352,0.0,0,40.84152080287488,12141.018619934282,114850.45808783495,2.0333939834589607,0.2320910907688648,12,7.779563139123439,0,0,0
2020-04-14,27.1,0.0,19.8,34,0.0,0.0,0.0,0.0,79.35485715333596,1.4900976697095651,1,5.547169239293518,12142.38773274918,113897.60142447037,1.9992465367656027,0.20645142846664044,12,6.528000889241517,0,0,0
2020-04-15,27.0,0.0,16.1,40,0.0,0.0,0.0,0.0,81.61620342725816,0.0,2,0.0,12143.756845564074,113930.29426955582,1.4952797372909796,0.1838379657274184,12,5.5151389718225525,0,0,0
2020-04-16,27.5,0.0,16.9,46,0.0,0.0,0.0,0.0,87.54474360484213,0.0,3,6.441646215339709,12145.12595837897,112875.77491336063,1.9738851600771432,0.12455256395157877,12,3.865409842854156,0,0,0
2020-04-17,28.2,0.0,16.2,44,0.0,0.0,0.0,0.0,80.69831125132735,7.933030041051104,4,0.0,12146.495071193867,114831.29836681305,0.5602562999048103,0.1930168874867264,12,6.980461130759459,0,0,0
2020-04-18,28.1,0.0,15.6,51,0.0,0.0,0.0,0.0,81.03020156289105,0.0,5,0.0,12147.864184008762,115001.26823306439,0.2201548650239064,0.18969798437108953,12,5.690939531132684,0,0,0
2020-04-19,27.9,0.0,17.3,51,0.0,0.0,0.0,0.0,79.70221633693534,0.7612189844837203,6,16.465598313554107,12149.233296823659,113947.39823384334,2.1967211743232804,0.2029778366306466,12,6.532829912863041,0,0,0
2020-04-20,27.4,0.0,17.8,51,0.0,0.0,0.0,0.0,72.32491513880383,1.4030795152962996,0,4.515230462235088,12150.602409638554,114089.8916166809,0.28133078503064696,0.27675084861196164,12,8.603291994897996,0,0,0
2020-04-21,27.4,0.0,14.2,47,0.0,0.0,0.0,0.0,79.89394449820313,3.2573589748180414,1,0.3522650386731463,12151.97152245345,113832.81702639657,0.6920522313855935,0.2010605550179687,12,6.527465797535231,0,0,0
2020-04-22,28.0,0.0,17.7,48,0.0,0.0,0.0,0.0,80.2409208397641,0.2939494604126863,2,0.0,12153.340635268347,114393.95547234335,1.768765479098523,0.19759079160235904,12,5.971816167132673,0,0,0
2020-04-23,28.7,0.0,15.1,50,0.0,0.0,0.0,0.0,89.85296844994114,0.924151618512307,3,26.070158638695183,12154.709748083242,114757.97558261876,1.082675050305542,0.1014703155005886,12,3.704135380568406,0,0,0
2020-04-24,27.5,0.0,13.4,57,0.0,0.0,0.0,0.0,79.2305561408755,0.0,4,13.294054906662199,12156.078860898138,113317.00393638917,2.203153527797221,0.20769443859124492,12,6.496714255870592,0,0,0
2020-04-25,26.4,6.3,16.8,68,0.0,0.0,0.0,0.0,83.72618936933445,0.8073808237353219,5,0.0,12157.447973713033,114385.98980201334,0.8151515071894468,0.16273810630665553,12,5.003250312759963,0,0,0
2020-04-26,26.5,2.5,11.3,64,0.0,0.0,0.0,0.0,80.86115292117903,0.0,6,20.036497073638742,12158.81708652793,114035.81526419519,0.1284912320064623,0.19138847078820975,12,6.142384065119066,0,0,0
2020-04-27,26.6,0.2,18.7,65,0.0,0.0,0.0,0.0,75.40528784952187,1.8647156695681524,0,0.0,12160.186199342827,114223.72895940066,0.8215735373457859,0.24594712150478126,12,7.6581209955786615,0,0,0
2020-04-28,26.6,0.5,15.3,64,0.0,0.0,0.0,0.0,84.77129125806009,0.0,1,0.0,12161.555312157721,114389.40937761699,1.487380118043596,0.15228708741939911,12,4.568612622581973,0,0,0
2020-04-29,23.6,8.1,10.6,77,0.0,0.0,0.0,0.0,86.2477321307471,1.1313011817065595,2,0.0,12162.924424972618,114058.69177075598,1.002252100967904,0.137522678692529,12,4.2953755380318555,0,0,0
2020-04-30,26.3,0.2,12.2,57,0.0,0.0,0.0,0.0,83.2441277881722,0.0,3,0.0,12164.293537787513,114093.88017680203,1.3836946138210127,0.16755872211827805,12,5.026761663548342,0,0,0
2020-05-01,27.2,0.0,13.2,54,0.0,0.0,0.0,0.0,76.36245018082104,3.3781507523165044,4,9.430847608364115,12165.66265060241,114031.61663309015,2.2038354852040447,0.2363754981917896,12,7.786604510768444,0,0,0
2020-05-02,27.8,0.1,12.8,52,0.0,0.0,0.0,0.0,85.6511772437444,0.0,5,0.0,12167.031763417306,114616.59293112415,2.2899641301528844,0.14348822756255597,12,4.30464682687668,0,0,0
2020-05-03,28.0,0.0,12.2,52,0.0,0.0,0.0,0.0,74.39259574883087,0.0,6,0.0,12168.400876232201,114333.6954236563,0.738337755169869,0.2560740425116913,12,7.682221275350738,0,0,0
2020-05-04,28.1,0.0,12.7,50,0.0,0.0,0.0,0.0,82.34742837520108,3.785764502141975,0,0.0,12169.769989047098,114227.48782582377,1.2091371358477618,0.17652571624798918,12,5.863636162760973,0,0,0
2020-05-05,28.2,0.0,11.2,48,0.0,0.0,0.0,0.0,88.76182250323991,0.0,1,0.0,12171.139101861994,113474.6008097715,1.417945636579483,0.11238177496760082,12,3.371453249028026,0,0,0
