date,aqi,water_quality,temperature,humidity,population_density,traffic_density,rainfall,urban_expansion_rate,forest_cover_ha,day_of_week,time_of_day,health_risk_label,traffic_status_label
2015-01-17,360.0,72.05970448520527,27.719086477126414,49.49767144407505,1001.593625498008,523.8123835783449,1.8469458893222777,0.7757292705476697,100119.5219123506,5,12,2,0
2015-01-18,370.0,80.06040544585183,27.884300923404886,55.802634816166595,1001.6932270916335,574.1340637277132,10.28859128735858,2.118133544107564,100126.9920318725,6,12,3,1
2015-01-19,362.0,77.17040126052973,28.048661008334893,49.36255760572416,1001.792828685259,553.3389303149675,16.942418829458262,0.2203456553723445,100134.46215139441,0,12,1,2
2015-01-20,340.0,71.94223805303858,28.212118046669104,46.514245399985334,1001.8924302788845,505.56973474095753,13.634926376387133,1.0518611184024276,100141.93227091632,1,12,0,0
2015-01-21,338.0,68.35450726151355,28.37462362065245,60.57899660330287,1001.99203187251,506.55399432563894,5.146907759468925,0.9880084973800752,100149.40239043823,2,12,3,1
2015-01-22,332.0,74.76754818600457,28.53612959436395,51.798859308839425,1002.0916334661355,484.2222891484919,5.712079455011533,0.783520898198922,100156.87250996017,3,12,2,2
2015-01-23,254.0,65.7839749374901,28.696588127975115,52.944464767489386,1002.191235059761,385.0951776480357,5.953068267359197,2.288210396803545,100164.34262948208,4,12,3,2
2015-01-24,324.0,72.95381300082079,28.85595169192062,45.16435568509148,1002.2908366533865,501.3175655896123,2.527455376202935,1.9022281444401334,100171.81274900399,5,12,0,0
2015-01-25,333.0,73.02026425534459,29.014173080977084,49.24974021541992,1002.390438247012,467.18226425179057,4.912774034756269,0.25341559406065306,100179.2828685259,6,12,2,0
2015-01-26,292.0,75.71544682337151,29.17120542824577,52.212202092057794,1002.4900398406375,443.99295375674694,1.609692779618605,1.81524987864389,100186.75298804781,0,12,1,0
2015-01-27,318.0,84.13479908503786,29.32700221903507,45.59102767481835,1002.589641434263,495.64869741909337,10.130090412994173,1.3655179195091056,100194.22310756972,1,12,1,2
2015-01-28,295.0,72.2213211835745,29.48151730463865,52.91545548245106,1002.6892430278884,434.1979942207326,5.628013423024893,2.26208294656379,100201.69322709164,2,12,1,0
2015-01-29,327.0,67.63782941345988,29.634704916005226,47.727396718395525,1002.7888446215139,504.5140122424117,7.852394144584498,0.8510694816360602,100209.16334661355,3,12,3,2
2015-01-30,345.0,69.9788686003921,29.786519677295843,48.96849189644193,1002.8884462151394,573.793088889451,3.477481962226294,1.477988799062999,100216.63346613546,4,12,0,1
2015-01-31,334.0,61.18616216589207,29.936916619324673,47.11763370020367,1002.9880478087649,498.91314414026215,2.2483791193210023,1.3018126593783665,100224.10358565737,5,12,1,2
2015-02-01,358.0,66.483508748115,30.085851192879417,59.08968853678586,1003.0876494023904,544.8661410001065,0.9809684591870431,1.2749461749462538,100231.57370517928,6,12,2,0
2015-02-02,349.0,67.83694816847587,30.23327928191723,49.46595531247587,1003.1872509960159,508.7388583267722,1.9080838618314326,1.1946529588413104,100239.04382470119,0,12,2,2
2015-02-03,334.0,67.18997940201083,30.3791572166324,43.9531309219557,1003.2868525896414,504.625023252041,2.9955080969153123,0.593510741277475,100246.51394422312,1,12,2,0
2015-02-04,313.0,70.50005346697272,30.523441786391807,53.06584098773233,1003.3864541832669,478.70543249964607,5.751519228275981,1.9137038139817426,100253.98406374503,2,12,3,1
2015-02-05,262.0,65.5548552118218,30.666090252534374,42.56360124507614,1003.4860557768924,396.8968468054028,4.471591911277292,1.1832064785742928,100261.45418326693,3,12,0,0
2015-02-06,303.0,75.20162315610698,30.807060361030754,49.43019725296227,1003.5856573705179,434.1060936058229,4.007960646496692,2.4004390600062537,100268.92430278884,4,12,0,0
2015-02-07,329.0,69.52788014709128,30.9463103549994,38.309028670602316,1003.6852589641434,497.627235426509,5.499007282292445,0.7259402252626631,100276.39442231075,5,12,1,0
2015-02-08,323.0,69.41159890076922,31.083798987075433,41.19147178135698,1003.784860557769,513.7439187743528,3.0273660390579558,1.7385852151048986,100283.86454183268,6,12,0,0
2015-02-09,266.0,67.75078365162113,31.21948553162854,48.54533511608854,1003.8844621513945,407.9727152902905,5.509532732268261,2.3577209911338604,100291.33466135459,0,12,2,0
2015-02-10,319.0,70.09928852088171,31.353329796826372,50.98567330632431,1003.98406374502,497.7397437814368,3.957337280201013,1.692299975238622,100298.8047808765,1,12,2,0
2015-02-11,334.0,73.38284525506828,31.48529213653978,47.88625713287029,1004.0836653386455,496.25976059974744,3.8203241846182676,2.191054978281747,100306.2749003984,2,12,3,1
2015-02-12,342.0,64.85668219040227,31.615333462086447,46.191091663885906,1004.183266932271,527.9980047884742,1.779175877144189,2.0859543034168144,100313.74501992032,3,12,2,1
2015-02-13,341.0,65.83770992771902,31.74341525380938,45.00765101443479,1004.2828685258964,517.0853567643305,2.520017882561781,0.9642825171736091,100321.21513944223,4,12,0,2
2015-02-14,377.0,67.54662006987326,31.869499572486834,38.868390903189194,1004.3824701195219,546.4817854062553,0.45971769754490155,1.5402974558547917,100328.68525896415,5,12,2,0
2015-02-15,391.0,62.27387084734875,31.993549070570346,42.413680816885766,1004.4820717131474,592.8704200959775,1.5556116095727888,0.47502721554725347,100336.15537848606,6,12,1,2
2015-02-16,358.0,64.84594719976877,32.11552700324748,43.46575213870611,1004.5816733067729,517.1660667311938,6.903466086669427,1.385262118469439,100343.62549800797,0,12,3,1
2015-02-17,327.0,66.5011970126137,32.23539723932601,50.81481665244255,1004.6812749003984,477.84239450230416,1.7277742656119577,0.6530127323544093,100351.09561752988,1,12,3,1
2015-02-18,365.0,73.19538376759542,32.353124271936444,47.011842903969416,1004.7808764940239,551.2865661458475,4.4309563204427205,1.8849683558858694,100358.56573705179,2,12,0,0
2015-02-19,352.0,70.07847003048491,32.46867322904946,36.24745276508742,1004.8804780876494,533.9448854676025,1.5910365086062448,1.3673402125410992,100366.0358565737,3,12,2,0
2015-02-20,317.0,69.67694461493501,32.582009883805426,46.45640007936312,1004.9800796812749,451.7153506984574,6.173430224309226,1.0869456703159852,100373.50597609562,4,12,2,2
2015-02-21,320.0,72.90793947851347,32.69310066465279,42.68838726861284,1005.0796812749004,501.07971542365755,4.675015319959019,0.7451130308007461,100380.97609561753,5,12,0,1
2015-02-22,279.0,67.91218472535687,32.8019126652923,41.01156466788561,1005.1792828685259,429.94012556600944,1.0562205839675818,2.4968763564190883,100388.44621513944,6,12,0,2
2015-02-23,281.0,70.49811742243234,32.9084136544242,47.24155413535593,1005.2788844621514,407.40543128778233,6.438113373798005,0.27210525012383846,100395.91633466135,0,12,1,2
2015-02-24,354.0,67.97760519268975,33.012572085295545,49.12985344188866,1005.3784860557769,500.2483040710165,7.812198491218593,0.20454563337380804,100403.38645418326,1,12,0,2
2015-02-25,340.0,69.76963319447583,33.11435710504465,48.4276863854917,1005.4780876494024,507.10190841837135,1.627450471398901,0.6214177611852749,100410.85657370517,2,12,2,0
2015-02-26,323.0,65.47933743002207,33.21373856384004,39.37643525620673,1005.5776892430279,475.5811257227768,2.7220213592042044,2.4305739007067673,100418.32669322709,3,12,1,1
2015-02-27,315.0,56.15057069671226,33.31068702381119,41.832564073121546,1005.6772908366534,474.7628091410605,1.3551712508173865,2.450171603967963,100425.796812749,4,12,3,2
2015-02-28,310.0,67.62601730518432,33.40517376776833,44.84596962148115,1005.7768924302788,457.73766677688866,5.98656010358624,1.6718265634531264,100433.26693227091,5,12,2,1
2015-03-01,324.0,75.36515527664531,33.497170807708784,47.88338402019423,1005.8764940239043,445.8508627850998,3.4073670762016968,2.2122560012953714,100440.73705179282,6,12,3,1
2015-03-02,226.0,72.83775156465431,33.5866508931073,40.43082702455896,1005.9760956175298,331.23306123397685,3.3897540070308514,0.6135081540179089,100448.20717131473,0,12,3,2
2015-03-03,266.0,72.99019366346185,33.67358751898799,41.72453007870493,1006.0756972111553,392.88761777863374,2.9705446465159144,2.4329010260238966,100455.67729083664,1,12,3,2
2015-03-04,200.0,74.30167614214338,33.757954933775395,36.952415262419066,1006.1752988047808,312.6732204954812,8.070527291177914,0.4426836403349552,100463.14741035856,2,12,2,0
2015-03-05,275.0,68.52342388134602,33.83972814692235,36.33951058575195,1006.2749003984064,398.536006507779,12.909723638616537,0.34270045163597984,100470.61752988049,3,12,3,1
2015-03-06,322.0,69.02713706887175,33.91888293631246,46.22486323934608,1006.3745019920319,516.5734934674513,7.899186491111583,0.369307694193455,100478.0876494024,4,12,2,2
2015-03-07,216.0,64.91404259511076,33.99539585543498,48.79040843198416,1006.4741035856574,285.76718898696487,6.103310921392505,1.4755070158541552,100485.55776892431,5,12,3,2
2015-03-08,108.0,66.3850135996998,34.069244240329915,41.5014609114385,1006.5737051792829,188.2233499560525,2.2234607964941704,1.9743385617233256,100493.02788844622,6,12,0,1
2015-03-09,197.0,71.00865264070505,34.140406216301315,46.73685205685749,1006.6733067729084,291.0136205824379,1.9828665668128265,0.9800012268991194,100500.49800796813,0,12,0,2
2015-03-10,238.0,73.91499183364566,34.208860704396834,43.390458716444506,1006.7729083665339,374.1916974468711,1.8029515585217502,2.4469503706867037,100507.96812749005,1,12,2,1
2015-03-11,274.0,67.16547490776925,34.274587427651504,38.22522637167137,1006.8725099601594,412.5960296811747,2.5204269757776716,1.1426083314839908,100515.43824701196,2,12,3,2
2015-03-12,315.0,65.58027021719593,34.33756691709402,43.13184419335403,1006.9721115537849,495.2911107205094,2.3222888143781826,0.4610765218557191,100522.90836653387,3,12,3,1
2015-03-13,307.0,67.80374953552615,34.39778051751366,48.89462179730253,1007.0717131474104,452.75276070894375,5.278399362545007,1.2183201956467282,100530.37848605578,4,12,3,2
2015-03-14,208.0,70.7784285481525,34.455210392986146,40.91044901847795,1007.1713147410359,290.02759149644373,0.7838732041477974,1.7296891970138557,100537.84860557769,5,12,0,2
2015-03-15,165.0,60.52580615325386,34.50983953215686,48.80353921475631,1007.2709163346614,275.91008574542127,2.4538414470478584,2.097341873210509,100545.31872509961,6,12,3,0
2015-03-16,188.0,56.23826935767393,34.56165175327977,27.77797097299174,1007.3705179282869,279.7303870823572,0.4147886873182532,1.201043895895823,100552.78884462152,0,12,3,1
2015-03-17,217.0,64.94199989803676,34.610631709010654,44.88824910385481,1007.4701195219124,329.9311694724842,6.199859044799418,1.524656382518002,100560.25896414343,1,12,2,0
2015-03-18,191.0,61.56805542495263,34.656764890953156,41.12170555928454,1007.5697211155378,311.1950382808959,2.4798725016798504,0.741627309181248,100567.72908366534,2,12,3,2
2015-03-19,240.0,65.1092801947853,34.70003763395631,39.10488797975803,1007.6693227091633,339.3608951581113,9.99077626450334,1.6501996633732336,100575.19920318725,3,12,0,1
2015-03-20,229.0,66.89087984583149,34.740437120162326,40.97792964235286,1007.7689243027888,355.40981795278515,5.5274605175820515,2.466332665480825,100582.66932270916,4,12,3,1
2015-03-21,248.0,65.34478226348325,34.777951382803366,30.506252661388807,1007.8685258964143,360.2021048707422,0.4258854118853769,0.21772857421070527,100590.13944223108,5,12,0,2
2015-03-22,204.0,74.85605301748059,34.81256930974625,39.276501941319935,1007.9681274900398,303.3566128871126,0.9290312707126446,2.2276736096924026,100597.609561753,6,12,0,2
2015-03-23,271.0,69.21158349961962,34.84428064678397,42.09700156399079,1008.0677290836653,407.94557930768576,2.4126783465148987,1.4494780066420547,100605.0796812749,0,12,1,2
2015-03-24,290.0,69.06583379771759,34.873076000673095,47.643318222361394,1008.1673306772908,404.99556277106126,13.096355346750324,0.7050367829495198,100612.54980079681,1,12,0,2
2015-03-25,340.0,70.6615622992589,34.898946841916185,37.61075522479939,1008.2669322709163,494.4232591435913,1.4492227768167056,2.391735304022219,100620.01992031872,2,12,1,1
2015-03-26,358.0,61.844891657452024,34.921885507288266,36.11376097095753,1008.3665338645418,564.0214578482628,3.8623322926030865,1.2600503273413575,100627.49003984063,3,12,1,0
2015-03-27,287.0,72.72461633604792,34.94188520210684,37.60744437786364,1008.4661354581673,448.2238237716959,6.858366377535267,0.8960566040161254,100634.96015936256,4,12,3,1
2015-03-28,323.0,67.14170856620048,34.95894000224445,44.659130584021476,1008.5657370517928,483.2472084534553,8.014865699877722,0.5355943078500187,100642.43027888447,5,12,1,1
2015-03-29,360.0,70.8658806582643,34.97304485588354,41.697665836531336,1008.6653386454183,544.8624691702579,2.9731673700908794,0.686685304615989,100649.90039840637,6,12,2,1
2015-03-30,268.0,62.148616042292794,34.984195585012856,37.382807811139095,1008.7649402390439,396.11514988727083,1.3051021231091413,2.098837699819462,100657.37051792828,0,12,0,1
2015-03-31,283.0,59.735011726587196,34.99238888666496,42.581559392236855,1008.8645418326694,451.63166771655966,3.2913797238884563,1.574584022361198,100664.8406374502,1,12,2,2
2015-04-01,309.0,71.59063712317781,34.997622333894675,40.49014307895085,1008.9641434262949,459.49294844411673,6.563564658479052,2.2917894867719584,100672.3107569721,2,12,1,0
2015-04-02,249.0,69.38210044223861,34.99989437649792,44.8434361996686,1009.0637450199204,378.136841842697,5.377715831355706,0.656724285178686,100679.78087649403,3,12,3,1
2015-04-03,245.0,62.99014005747698,34.999204341470936,36.49132584767137,1009.1633466135459,390.4206028828413,0.5140983892447861,0.39073257723736354,100687.25099601594,4,12,0,1
2015-04-04,229.0,63.15390837702172,34.99555243320961,38.37058440059194,1009.2629482071713,327.95257030308187,0.6887552973547139,0.11461007434141601,100694.72111553785,5,12,2,0
2015-04-05,234.0,73.13270405534938,34.98893973344896,38.061579767441295,1009.3625498007968,382.1757836899379,6.7318122355748,1.3188688902783852,100702.19123505976,6,12,3,2
2015-04-06,343.0,61.56325643519204,34.97936820094265,32.72368885745411,1009.4621513944223,483.8907718051325,1.0192274023496928,2.4959366329167714,100709.66135458167,0,12,1,1
2015-04-07,262.0,75.72994443083837,34.96684067088288,41.546920043557115,1009.5617529880478,425.59284262225594,0.8991345887061063,1.7679166451647335,100717.13147410357,1,12,3,2
2015-04-08,308.0,63.0212158997304,34.951360854060496,41.402554652778456,1009.6613545816733,454.5464883209605,3.5663868520183106,0.8401470207163505,100724.6015936255,2,12,2,1
2015-04-09,293.0,70.725492960159,34.93293333576584,40.15970061168063,1009.7609561752988,434.6460250434944,6.533274940098961,2.204460599262812,100732.07171314741,3,12,3,1
2015-04-10,290.0,65.9011258340398,34.91156357443054,39.00393718426319,1009.8605577689243,397.19979657634116,9.3025858073629,1.9761334383711033,100739.54183266932,4,12,2,0
2015-04-11,375.0,70.5723082054064,34.88725790001065,33.14863048972662,1009.9601593625498,553.4041056524461,1.081037073028684,0.13699639858369422,100747.01195219123,5,12,3,0
2015-04-12,293.0,64.8494182333732,34.860023512111674,38.17672636194986,1010.0597609561753,418.70386937946233,12.597429182059486,2.0604651532984537,100754.48207171314,6,12,0,2
2015-04-13,247.0,66.77110123071056,34.82986847785593,38.62669046165429,1010.1593625498008,358.34707309253054,0.4669831949136774,0.8212642173723903,100761.95219123505,0,12,3,1
2015-04-14,232.0,67.8061950122321,34.79680172949301,36.39501019490588,1010.2589641434263,345.2537806842224,2.1943232911068913,0.45921631500064264,100769.42231075697,1,12,0,2
2015-04-15,316.0,62.60864619021568,34.76083306175392,39.67190531816211,1010.3585657370518,493.1558322894581,5.000597756434458,0.6431940153689789,100776.89243027888,2,12,2,0
2015-04-16,295.0,71.34313516262571,34.72197312894982,42.57630802617305,1010.4581673306773,446.65206702801254,1.2421704499567519,1.2245915305003336,100784.3625498008,3,12,0,0
2015-04-17,246.0,65.09381544673406,34.68023344181604,50.070462622420564,1010.5577689243028,375.1535330680223,2.594791193220942,1.1196830249632266,100791.83266932271,4,12,3,0
2015-04-18,378.0,66.53918724124863,34.63562636410255,41.6016363359541,1010.6573705179283,545.0896122230888,2.2749622716291573,0.7933295184981441,100799.30278884462,5,12,0,0
2015-04-19,406.0,62.73417057250164,34.588165108911596,42.11142173579063,1010.7569721115538,591.3849182079454,0.5887069973835531,0.5133239732968785,100806.77290836653,6,12,2,0
2015-04-20,392.0,54.91939983863149,34.5378637347839,40.55204295160137,1010.8565737051792,623.9745003670263,3.1633844063807253,1.9293538951412064,100814.24302788846,0,12,3,2
2015-04-21,391.0,66.80249261623197,34.48473714153435,31.436669640436087,1010.9561752988047,571.795979304735,1.7903377202245463,2.476263480963801,100821.71314741037,1,12,0,2
2015-04-22,368.0,79.84867657514532,34.42880106583852,41.009828491076874,1011.0557768924302,585.124165041146,1.545513799849432,1.966699793007257,100829.18326693228,2,12,0,0
2015-04-23,365.0,71.73798540120448,34.37007207657125,41.56100689656264,1011.1553784860557,542.6387760223827,2.2881306107364825,0.8102487224116989,100836.65338645419,3,12,1,1
2015-04-24,383.0,67.74941431637862,34.30856756989883,53.69907542262878,1011.2549800796812,574.5457587228701,7.871172998229317,0.68754150738912,100844.1235059761,4,12,0,1
2015-04-25,367.0,66.56339297189565,34.24430576412602,40.549583647842354,1011.3545816733068,571.9073032045986,6.7205305974289145,0.6223981025582517,100851.59362549802,5,12,1,1
2015-04-26,334.0,68.02367661691044,34.17730569429961,43.153125323068835,1011.4541832669323,526.4378484387731,0.19531626693034707,0.4280681787736871,100859.06374501993,6,12,2,1
2015-04-27,258.0,70.68180197259103,34.10758720657004,41.611266738333704,1011.5537848605578,384.7837487944183,5.823654066327588,1.423193319261523,100866.53386454184,0,12,1,1
2015-04-28,234.0,62.07835044729942,34.03517095231272,36.086267907276905,1011.6533864541833,343.23513892956925,1.198771494098805,1.552960892688026,100874.00398406375,1,12,2,0
2015-04-29,257.0,73.59156928233891,33.96007838201089,47.79395730855332,1011.7529880478088,384.38159102955575,10.293924529843663,1.7932063855915295,100881.47410358566,2,12,0,2
2015-04-30,259.0,71.63574070775533,33.88233173890177,45.995001685630335,1011.8525896414343,395.25915056464237,1.2713813627514658,1.732512090240803,100888.94422310757,3,12,0,0
2015-05-01,279.0,71.68995160234576,33.80195405238784,46.35125163043955,1011.9521912350598,436.3260737373951,5.34064347600567,0.8015999470801178,100896.41434262949,4,12,1,1
2015-05-02,312.0,70.332894128441,33.718969131215296,38.01512446359571,1012.0517928286853,468.084597179883,2.308615363108517,0.8927464129524316,100903.8844621514,5,12,2,1
2015-05-03,372.0,68.28138251025914,33.63340155642164,49.74716844183722,1012.1513944223108,570.3777259604631,4.454862875950209,1.735634885061611,100911.35458167331,6,12,0,2
2015-05-04,387.0,71.59166784280686,33.54527667405449,35.90019133792961,1012.2509960159363,613.2671946454188,2.394087771441135,0.938674337880708,100918.82470119522,0,12,1,0
2015-05-05,408.0,71.23176037487497,33.454620587663854,46.025044293673645,1012.3505976095618,619.6261922452957,1.0647489904924197,0.6102956550863512,100926.29482071713,1,12,1,2
2015-05-06,398.0,66.54906637000994,33.3614601505699,54.2293578279101,1012.4501992031873,603.2330571200955,1.6007597061546568,0.9984067688721749,100933.76494023904,2,12,1,1
2015-05-07,403.0,65.49907965656111,33.26582295790878,38.515672458529,1012.5498007968127,574.1217834981986,0.5086139514069861,0.7530019781871463,100941.23505976096,3,12,0,1
2015-05-08,361.0,68.92541280708063,33.167737338458615,40.83303667506891,1012.6494023904382,488.8853972634187,7.027322694632145,0.31195053092458674,100948.70517928287,4,12,2,2
2015-05-09,378.0,76.21148458435184,33.067232346248204,44.363792132941796,1012.7490039840637,574.7675145846034,5.701999339485277,2.0923333654639684,100956.17529880478,5,12,0,1
2015-05-10,381.0,62.32229574575505,32.96433775195091,41.55394622551719,1012.8486055776892,569.6035153743826,4.07045686742072,2.1474673339768873,100963.64541832669,6,12,3,0
2015-05-11,388.0,61.232831654204674,32.85908403406626,36.528514776536824,1012.9482071713147,571.7043465017051,4.302359266813796,0.6274007204005106,100971.1155378486,0,12,3,1
2015-05-12,346.0,69.44805302123665,32.75150236989188,44.83981013424638,1013.0478087649402,523.8706040837269,1.3771893138765765,0.2554532788604842,100978.58565737051,1,12,0,1
2015-05-13,328.0,68.93362619613586,32.64162462628846,39.40523217879255,1013.1474103585657,490.7919254160618,3.738703597962348,1.8731858496428309,100986.05577689243,2,12,2,0
2015-05-14,291.0,69.60196664673184,32.5294833502404,47.308995452695115,1013.2470119521912,459.055605012678,1.938312487552478,0.6076687020721928,100993.52589641434,3,12,1,1
2015-05-15,396.0,70.01221010993495,32.41511175921508,40.572655310400826,1013.3466135458167,595.7222173651795,11.83209513319587,1.0442451746484647,101000.99601593625,4,12,3,2
2015-05-16,297.0,67.73471686116424,32.29854373132346,53.15258456244077,1013.4462151394422,430.56153429859665,4.3463974113089785,0.25392460536971984,101008.46613545816,5,12,3,2
2015-05-17,345.0,76.3594102953679,32.17981379528503,41.72410594774876,1013.5458167330677,537.3033247791858,1.7068898020671384,0.6430470034202443,101015.93625498007,6,12,0,1
2015-05-18,296.0,60.96600154751742,32.05895712020001,44.271778178571594,1013.6454183266932,439.6573785010759,2.4320791125307237,2.002965467991126,101023.40637450198,0,12,3,0
2015-05-19,319.0,64.88951012353283,31.936009505131906,50.19556707658454,1013.7450199203187,489.03073367344615,3.1365304887207675,2.030551472596484,101030.8764940239,1,12,3,0
2015-05-20,282.0,68.57822251500306,31.811007368503397,40.22366368082343,1013.8446215139443,413.451785876144,2.288919207909454,0.597003579730505,101038.34661354581,2,12,1,2
2015-05-21,352.0,60.94206207557474,31.683987737308854,47.76932419840294,1013.9442231075698,515.0034622900513,1.305095401180024,0.9061932282560549,101045.81673306772,3,12,1,1
2015-05-22,338.0,68.34323385976641,31.554988236146485,53.42573729911917,1014.0438247011953,508.6833646037139,4.543062498847834,0.4221722058249846,101053.28685258963,4,12,2,0
2015-05-23,321.0,77.59532729060331,31.424047076073567,39.11448967504673,1014.1434262948208,481.7565728708737,5.894818987961496,0.2780143126838137,101060.75697211154,5,12,3,0
2015-05-24,295.0,69.45883091983588,31.29120304328788,48.34076320608576,1014.2430278884462,452.09654070733666,6.241727233707496,2.4812121146761825,101068.22709163347,6,12,2,2
2015-05-25,344.0,70.575256784774,31.156495487638836,48.986422995964446,1014.3426294820717,510.6270849338051,5.363008666443076,1.673425482987614,101075.69721115538,0,12,2,2
2015-05-26,337.0,63.1891940186513,31.019964310971613,51.86918573694333,1014.4422310756972,468.7728043245921,1.3309263768829909,1.401031622075965,101083.16733067729,1,12,1,0
2015-05-27,355.0,66.4773679821487,30.8816499553078,42.05194653499399,1014.5418326693227,523.8445223282322,5.378449077641548,1.937196400972719,101090.63745019921,2,12,1,2
2015-05-28,371.0,67.75322140294732,30.741593390866015,41.91453015284659,1014.6414342629482,572.3763693428763,5.362125829195014,2.116185183250538,101098.10756972112,3,12,0,0
2015-05-29,414.0,68.11150646425577,30.599836103926116,51.41003562023226,1014.7410358565737,615.0524784151379,4.640185905261739,2.036115443307346,101105.57768924303,4,12,1,1
2015-05-30,366.0,76.1800089327486,30.45642008454046,50.57208319708501,1014.8406374501992,544.072331949709,6.589360280869194,0.13969467829570387,101113.04780876495,5,12,2,2
2015-05-31,346.0,72.6327613965776,30.311387814096044,50.6296886235373,1014.9402390438247,538.7275301181187,1.7935525741606455,0.5483389556571964,101120.51792828686,6,12,3,2
2015-06-01,289.0,64.36031908894932,30.16478225273101,51.40267654202286,1015.0398406374502,419.26053545482154,2.510349292963036,1.6717727250827945,101127.98804780877,0,12,2,1
2015-06-02,297.0,71.22420047885531,30.016646826609428,46.56658273888869,1015.1394422310757,414.643935635142,6.164410842057092,1.001822434729511,101135.45816733068,1,12,2,0
2015-06-03,268.0,72.55759603495495,29.867025415057963,51.42721765568909,1015.2390438247012,398.78737760949014,3.0907045335974233,2.457958362546657,101142.92828685259,2,12,2,0
2015-06-04,259.0,75.84276402382216,29.71596233756835,52.03343769135671,1015.3386454183267,378.81652097502524,1.9817199454235954,1.6969715023318097,101150.3984063745,3,12,1,2
2015-06-05,327.0,78.12095226250713,29.563502340669466,47.30123822852923,1015.4382470119522,471.17507360493494,4.126332940729214,2.395717380950096,101157.86852589643,4,12,2,0
2015-06-06,384.0,65.21968374852419,29.40969058467295,60.50949138637788,1015.5378486055777,572.4924308820262,7.949983971611734,0.5834715559499052,101165.33864541833,5,12,0,0
2015-06-07,299.0,66.31842612880021,29.254572630296206,53.86001934396653,1015.6374501992032,458.33011294493565,1.8478502499899623,2.1734968674760555,101172.80876494024,6,12,3,1
2015-06-08,282.0,64.16301349284352,29.09819442516681,45.84709366365314,1015.7370517928287,422.81422876864366,12.06656164344689,0.8712455339565408,101180.27888446215,0,12,1,1
2015-06-09,442.0,69.35959955935891,28.940602290212347,55.401563462744456,1015.8366533864541,669.1396214537248,1.687393540222421,2.474955539770736,101187.74900398406,1,12,2,1
2015-06-10,309.0,72.94087041926186,28.781842905939644,47.5629058369841,1015.9362549800796,499.76815397030845,2.9558555851230883,0.47845281297555353,101195.21912350597,2,12,0,2
2015-06-11,270.0,75.62569093364176,28.62196329860748,56.691496421497305,1016.0358565737051,398.14242276884875,9.129166829579786,1.339215565211984,101202.6892430279,3,12,3,1
2015-06-12,239.0,70.38973946863894,28.46101082629691,58.8709562424432,1016.1354581673306,364.0669726928934,3.319730346362071,2.0028268812090926,101210.1593625498,4,12,2,1
